phase_file,name,status,evaluated,skipped,elapsed_seconds,normalization_mode,frequency_selection,modes,ridge,freq_weight,multiband_shrinkage,huber_delta,huber_iters,include_trend,outlier_reject_iters,outlier_reject_sigma,outlier_reject_max_fraction,lambda_high,low_freq_period_days,lambda_step,max_outer_iter,preferred_top_k,spectral_top_k,num_peaks,power_cum,rmse,mae,ndvi_rmse,ndvi_mae,ndwi_rmse,ndwi_mae,ndmi_rmse,ndmi_mae,ndsi_rmse,ndsi_mae,nbr_rmse,nbr_mae,evi_rmse,evi_mae
phase34_best_basin_fine_20k_results.csv,p34_reflectance_m200_r0p05_fw80_s0p75_h0p12_hi5,ok,19988,12,87.153631625,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,,,,,,,,,221.2622976268562,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.02921621516864051,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.038322097374950986,0.7408243448134941,0.036778753240313176
phase40_convergence_probe_20k_results.csv,p40_reflectance_m200_r0p05_fw80_s0p75_h0p12_hi7,ok,19988,12,92.11134366699997,reflectance,all,200,0.05,80.0,0.75,0.12,7,True,0,2.5,,,,,,,,,,221.2622976268562,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.02921621516864051,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.03832209737495098,0.7408243448134941,0.036778753240313176
phase43_lambda_step_20k_results.csv,p43_m200_r0p05_fw80_s0p75_h0p12_lstep0_outer1,ok,19988,12,91.56913737500001,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,,,0.0,1,,,,,221.2622976268562,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.029216215168640515,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.03832209737495098,0.7408243448134941,0.036778753240313176
phase43_lambda_step_20k_results.csv,p43_m200_r0p05_fw80_s0p75_h0p12_lstep0p1_outer5,ok,19988,12,95.472718708,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,,,0.1,5,,,,,221.2622976268562,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.029216215168640515,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.038322097374950986,0.7408243448134941,0.036778753240313176
phase43_lambda_step_20k_results.csv,p43_m200_r0p05_fw80_s0p75_h0p12_lstep0p5_outer5,ok,19988,12,97.16193429200001,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,,,0.5,5,,,,,221.2622976268562,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.029216215168640515,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.03832209737495098,0.7408243448134941,0.036778753240313176
phase43_lambda_step_20k_results.csv,p43_m200_r0p05_fw80_s0p75_h0p12_lstep1e30_outer1,ok,19988,12,98.02270116699998,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,,,1e+30,1,,,,,221.2622976268562,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.029216215168640515,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.03832209737495098,0.7408243448134941,0.036778753240313176
phase43_lambda_step_20k_results.csv,p43_m200_r0p05_fw80_s0p75_h0p12_lstep0p01_outer5,ok,19988,12,93.982958458,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,,,0.01,5,,,,,221.26229762685622,99.45178472914667,0.06330898252575497,0.0319185789066887,0.12271080636973668,0.029216215168640515,0.0706875234784365,0.036670101192644494,0.07820927592821224,0.03763339450868819,0.07539209799031703,0.03832209737495098,0.7408243448134941,0.036778753240313176
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw84_s0p625_lh0p12,ok,19988,12,99.49262570799988,reflectance,all,200,0.05,84.0,0.625,0.12,5,True,0,2.5,,0.12,60.0,,,4,,,,221.26276578915724,99.43996805326512,0.06310082056191701,0.031903865170718346,0.11283207877487811,0.029102347886479696,0.0706862280055438,0.036719531262566905,0.07826031241510349,0.037609063374087474,0.07657130583346787,0.03840333323646952,0.7407354124063811,0.03678187953993887
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw84_s0p55_lh0p2,ok,19988,12,99.96881491699992,reflectance,all,200,0.05,84.0,0.55,0.12,5,True,0,2.5,,0.2,60.0,,,4,,,,221.26299085410383,99.41583327127223,0.06295240913985051,0.03187442415409078,0.10573742496782042,0.029021015310266,0.0708353928146301,0.03673401286316076,0.0784010543319051,0.03760083074858807,0.07711004228813922,0.03841827205458184,0.740638942020155,0.03675835858846427
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw86_s0p7_lh0p2,ok,19988,12,98.88141912499987,reflectance,all,200,0.05,86.0,0.7,0.12,5,True,0,2.5,,0.2,60.0,,,4,,,,221.26691005184804,99.47412474535092,0.06335610341265724,0.03195636897813909,0.1247612046962961,0.029225511007471592,0.07074357152946013,0.0367329590916676,0.07802174610674623,0.03761136638075148,0.07705696568896662,0.038447433926732555,0.7408971575417591,0.03683286645563471
